town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Rear Cross,Tipperary,-8.2404344,52.68566038,2.430124824,2.527186139,1.420450859,2.241909023,2.399113096,3.561965,831.7,166,3.04,0.635491162,16.03,3.2,7.1,0.042553191,2.7,7.35,2.100588487,0.689139159
Roscrea,Tipperary,-7.795120333,52.9517729,2.563061274,2.730600076,1.420450859,2.439421155,2.603624279,3.62121,1334.3,5542,3.04,0.603400386,16.03,3.2,7.1,0.914893617,2.7,7.35,3.645477795,4.197262096
Rosegreen,Tipperary,-7.832776072,52.46798833,2.574113051,2.70948691,1.420450859,2.41864552,2.582281967,3.7397,1270.7,219,3.04,0.175825539,16.03,3.2,7.1,0.042553191,2.7,7.35,2.305811932,0.966223101
Silvermines,Tipperary,-8.238884534,52.79445319,2.428138163,2.643314134,1.420450859,2.354423599,2.516007225,3.206495,1089.7,301,3.04,0.696878463,16.03,3.2,7.1,0.085106383,2.7,7.35,2.473299651,1.284261636
Templemore,Tipperary,-7.831535208,52.79318723,2.346829961,2.533881912,1.420450859,2.248199225,2.405696012,3.1259218,844.7,2005,3.04,0.457049935,16.03,3.2,7.1,0.382978723,2.7,7.35,3.004855251,3.180550711
Templetuohy,Tipperary,-7.719198784,52.78782574,2.085728144,2.270061254,1.420450859,1.996794369,2.13913824,2.602196,455.6,249,3.04,0.431979067,16.03,3.2,7.1,0.255319149,2.7,7.35,2.481007108,1.094604267
The Commons,Tipperary,-7.544976561,52.62579708,2.367815509,2.690950565,1.420450859,2.400620481,2.563713241,2.7633424,1217.2,155,3.04,0.309251463,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.620576488
Thurles,Tipperary,-7.811909365,52.6774943,0.868172953,2.581274415,1.420450859,2.293710108,2.453101784,-4.4076724,942.7,8185,3.04,0.341054662,16.03,3.2,7.1,2.829787234,2.7,7.35,#NUM!,4.587209861
Tipperary,Tipperary,-8.160985203,52.47388627,2.685665072,2.697017655,1.420450859,2.406537833,2.569799211,4.3345198,1234.2,5387,3.04,0.478739803,16.03,3.2,7.1,1.170212766,2.7,7.35,3.796591365,4.168895293
Toomevara,Tipperary,-8.035675635,52.84931437,2.601078311,2.717214338,1.420450859,2.426404594,2.590241162,3.8510806,1293.7,283,3.04,0.59810053,16.03,3.2,7.1,0,2.7,7.35,#NUM!,1.222598268
Twomileborris,Tipperary,-7.704012704,52.67332385,1.796410192,2.18948458,1.420450859,1.921426831,2.05709069,1.393598,376.7,469,3.04,0.316980462,16.03,3.2,7.1,0.510638298,2.7,7.35,2.428246518,1.727754139
Aglish,Waterford,-7.823255804,52.06822209,2.997671353,2.662601703,1.420450859,2.371575998,2.533728206,6,1135.2,306,3.04,0.733723124,16.03,3.2,7.1,0.085106383,2.7,10.9,2.763185766,1.0130544
An Rinn,Waterford,-7.565832658,52.04912929,3.707555398,2.411084979,1.420450859,2.127441003,2.278800151,10.3,629.7,665,3.04,0.495916105,16.03,3.2,7.1,0.617021277,2.7,10.9,3.602271058,1.789256339
Ardmore,Waterford,-7.722674075,51.94973441,2.575792139,2.391181408,1.420450859,2.108561766,2.258766663,4.7,600.9,468,3.04,0.680122346,16.03,3.2,7.1,0.361702128,2.7,10.9,3.009251125,1.437937594
Ballinroad,Waterford,-7.57454005,52.1028535,2.811782709,2.698396153,1.420450859,2.406404757,2.569661778,4.964,1233.8,1389,3.04,0.484990139,16.03,3.2,7.1,0.808510638,2.7,10.9,3.694762277,2.525808641
Ballymacarbry,Waterford,-7.721837572,52.26805562,0.815866486,2.783895661,1.420450859,2.490405074,2.655940837,-5.27136,1505.6,138,3.04,0.609717298,16.03,3.2,7.1,0.021276596,2.7,10.9,#NUM!,0.216722984
Cappoquin,Waterford,-7.845381323,52.14613791,2.004029062,2.815791734,1.420450859,2.521813973,2.688088744,0.574,1621.4,778,3.04,0.740304164,16.03,3.2,7.1,0.170212766,2.7,10.9,2.19979419,1.946195823
Cheekpoint,Waterford,-6.997291612,52.2694307,1.739083767,2.527357789,1.420450859,2.239474717,2.396615469,0.11152,827.6,242,3.04,0.116737786,16.03,3.2,7.1,0.021276596,2.7,10.9,0.293075385,0.778407025
Clashmore,Waterford,-7.817982308,52.00818865,2.298924855,2.740004841,1.420450859,2.447373197,2.611787378,2.275008,1359.5,280,3.04,0.745856176,16.03,3.2,7.1,0,2.7,10.9,#NUM!,0.924258902
Dungarvan,Waterford,-7.621868849,52.09461234,2.554500623,2.793385063,1.420450859,2.499157345,2.66490985,3.3946,1537.2,10081,3.04,0.532628979,16.03,3.2,7.1,8.808510638,2.7,10.9,4.662421466,4.890349128
Dunhill,Waterford,-7.264623724,52.17240462,2.544054609,2.775650242,1.420450859,2.4821104,2.647461542,3.3946,1477,223,3.04,0.170838807,16.03,3.2,7.1,0.085106383,2.7,10.9,2.630131236,0.69664107
Dunmore East,Waterford,-6.999704872,52.15193993,0.82951979,2.556748604,1.420450859,2.268015552,2.426383937,-4.524,886.5,664,3.04,0.149333683,16.03,3.2,7.1,0.255319149,2.7,10.9,#NUM!,1.787751448
Kill,Waterford,-7.335312772,52.17781674,2.969147952,3.096127867,1.420450859,2.79870953,2.969651504,4.5608,3105,349,3.04,0.234297898,16.03,3.2,7.1,0.042553191,2.7,10.9,2.78003477,1.144541221
Kilmacthomas,Waterford,-7.426256181,52.20405564,1.171407551,2.850198312,1.420450859,2.555517843,2.722550741,-3.69168,1756.2,891,3.04,0.31720175,16.03,3.2,7.1,0.468085106,2.7,10.9,#NUM!,2.081813726
Kilmeaden,Waterford,-7.235729535,52.23088716,2.62616621,2.572335111,1.420450859,2.2830126,2.441996478,4.413036,919.1,334,3.04,0.124801758,16.03,3.2,7.1,1.680851064,2.7,10.9,3.83362947,1.100610291
Lemybrien,Waterford,-7.520586288,52.16744774,1.975103717,2.429614478,1.420450859,2.145258372,2.297647993,1.58254688,657.9,234,3.04,0.416447293,16.03,3.2,7.1,0.085106383,2.7,10.9,1.947478604,0.744790414
Lismore,Waterford,-7.931031875,52.13583396,2.069068158,2.759698521,1.420450859,2.466694115,2.631618895,1.0668784,1423.1,1347,3.04,0.826555339,16.03,3.2,7.1,0.595744681,2.7,10.9,2.956410515,2.63905733
Passage East,Waterford,-6.973543261,52.22964486,1.498107493,2.461124443,1.420450859,2.175387411,2.329434754,-0.89586,708.5,634,3.04,0.140320846,16.03,3.2,7.1,0.042553191,2.7,10.9,#NUM!,4.219507705
Portlaw,Waterford,-7.311019037,52.28378825,1.938636462,2.769647678,1.420450859,2.476216181,2.64141719,0.3854504,1456.5,1881,3.04,0.201493903,16.03,3.2,7.1,0.212765957,2.7,10.9,2.077181132,2.829028128
Stradbally,Waterford,-7.459186306,52.13113478,2.785736986,3.044294247,1.420450859,2.747353515,2.917641308,3.798945,2754,500,3.04,0.366580128,16.03,3.2,7.1,0.29787234,2.7,10.9,3.49365712,1.504077397
Tallow,Waterford,-8.006379451,52.09151828,1.638588097,2.770664487,1.420450859,2.477508147,2.642706991,-1.11839,1459.9,1022,3.04,0.907916875,16.03,3.2,7.1,0.425531915,2.7,10.9,#NUM!,2.218986069
Tramore,Waterford,-7.155972847,52.16222114,2.311688372,2.773745048,1.420450859,2.479667979,2.644961375,2.2396166,1468.6,11277,3.04,0.097943385,16.03,3.2,7.1,8.404255319,2.7,10.9,4.441576439,4.619989831
Villierstown,Waterford,-7.850218633,52.08907444,2.311649079,2.791458295,1.420450859,2.497898879,2.663610538,2.184826824,1532.3,297,3.04,0.755160348,16.03,3.2,7.1,0.021276596,2.7,10.9,1.852662963,0.983201437
Waterford city and suburbs,Waterford,-7.112389656,52.24993324,2.221218088,2.788567282,1.420450859,2.492474023,2.658089658,1.746508616,1513.9,60079,3.04,0,16.03,3.2,7.1,36.19148936,2.7,10.9,4.980874377,6.29288494
Athlone,Westmeath,-7.935120194,53.42847647,2.976732585,2.728824808,1.420450859,2.435135353,2.599251905,5.7,1321.7,22869,3.04,0,16.03,3.2,7.1,8.234042553,2.7,11.725,4.792620853,5.379897354
Ballinalack,Westmeath,-7.469110326,53.62740298,1.988125339,2.747319668,1.420450859,2.454123496,2.618732671,0.7,1381.8,161,3.04,0.506692169,16.03,3.2,7.1,0.021276596,2.7,11.725,1.31344537,0.370873663
Ballymore,Westmeath,-7.671054456,53.49065229,2.860949171,2.848191692,1.420450859,2.55319876,2.720184545,4.76272,1746.7,689,3.04,0.271286836,16.03,3.2,7.1,1.829787234,2.7,11.725,4.182473964,1.824710569
Ballynacargy,Westmeath,-7.536752579,53.58380448,2.579315648,2.562677407,1.420450859,2.273518119,2.432091854,4.20784,897.9,215,3.04,0.427578704,16.03,3.2,7.1,0.042553191,2.7,11.725,2.206219327,0.660107326
Baylin,Westmeath,-7.846912176,53.43372412,2.661108132,2.543689198,1.420450859,2.254793333,2.412607268,4.674,858.8,284,3.04,0.088363977,16.03,3.2,7.1,0.170212766,2.7,11.725,2.834572873,0.938443537
Castlepollard,Westmeath,-7.294976333,53.67940117,2.522773867,2.681926337,1.420450859,2.390053743,2.552798396,3.56864,1186.4,1349,3.04,0.687566264,16.03,3.2,7.1,0.425531915,2.7,11.725,3.255666015,2.496588155
Castletown Geoghegan,Westmeath,-7.48606951,53.44419229,2.704354945,2.612623959,1.420450859,2.322198195,2.482661714,4.68384,1009.2,454,3.04,0.449325611,16.03,3.2,7.1,0.106382979,2.7,11.725,2.701451439,1.407566496
Clonmellon,Westmeath,-7.017445795,53.6644779,2.293689269,2.9088778,1.420450859,2.613397008,2.781547879,1.7441728,2011.4,702,3.04,0.947535212,16.03,3.2,7.1,0.14893617,2.7,11.725,2.718088137,1.843402702
Collinstown,Westmeath,-7.213856578,53.64689813,2.834677215,2.743191516,1.420450859,2.450127555,2.614616145,4.945,1368.4,351,3.04,0.753610792,16.03,3.2,7.1,0.829787234,2.7,11.725,3.749346111,1.150255522
Delvin,Westmeath,-7.08930046,53.61235853,3.231010336,2.60981949,1.420450859,2.319719415,2.480061918,7.325,1002.6,714,3.04,0.865577054,16.03,3.2,7.1,0.127659574,2.7,11.725,2.971988722,1.860352261
Glassan,Westmeath,-7.865421602,53.47295063,2.426082922,2.484141862,1.420450859,2.197004187,2.352153703,3.676664,746.8,218,3.04,0.08267917,16.03,3.2,7.1,0.106382979,2.7,11.725,2.465530398,0.673964361
Kilbeggan,Westmeath,-7.500185924,53.36778286,2.314234225,2.794001531,1.420450859,2.499971129,2.665747604,2.191,1540.3,1575,3.04,0.439148645,16.03,3.2,7.1,0.255319149,2.7,11.725,2.935331081,2.65147985
Killucan-Rathwire,Westmeath,-7.140655667,53.50883566,2.545720335,2.929151054,1.420450859,2.633361945,2.801877818,2.94376,2108.2,1574,3.04,0.798518306,16.03,3.2,7.1,0.404255319,2.7,11.725,3.399469952,2.650844727
Kinnegad,Westmeath,-7.104723522,53.45679126,1.897630367,3.144874142,1.420450859,2.847032085,3.01850675,-0.942712,3474.3,3064,3.04,0.83087927,16.03,3.2,7.1,0.936170213,2.7,11.725,#NUM!,3.316945829
Moate,Westmeath,-7.720052394,53.39645837,2.327543542,2.907188032,1.420450859,2.611468636,2.77961018,1.919,2003.4,3013,3.04,0.217438078,16.03,3.2,7.1,0.723404255,2.7,11.725,3.444223703,3.300160837
Mullingar,Westmeath,-7.344451983,53.52236829,2.864509994,2.838903277,1.420450859,2.543713547,2.710482285,4.809,1707.6,22667,3.04,0.598084116,16.03,3.2,7.1,9.85106383,2.7,11.725,4.907924056,5.351858133
Multyfarnham,Westmeath,-7.387892106,53.6245069,3.045590272,2.658094582,1.420450859,2.366701907,2.528704014,6.254,1122.3,460,3.04,0.581280061,16.03,3.2,7.1,0.085106383,2.7,11.725,2.776228973,1.420695788
Raharney,Westmeath,-7.09855623,53.52479173,2.053483057,2.480928359,1.420450859,2.194535507,2.349488961,1.8220116,741.2,174,3.04,0.842090194,16.03,3.2,7.1,0.021276596,2.7,11.725,1.45838869,0.448524598
Rathowen,Westmeath,-7.520441111,53.65521552,2.576504766,2.456735375,1.420450859,2.170838785,2.324613808,4.509885,700.2,187,3.04,0.472619658,16.03,3.2,7.1,0.042553191,2.7,11.725,2.128319712,0.520577915
Rochfortbridge,Westmeath,-7.299535041,53.41650901,3.222164844,2.882747635,1.420450859,2.587492876,2.755162852,6.46497,1893,1498,3.04,0.635697811,16.03,3.2,7.1,0.361702128,2.7,11.725,3.646068191,2.601355462
Tyrrellspass,Westmeath,-7.379239607,53.3900104,1.758720558,2.508781684,1.420450859,2.221263351,2.377533693,0.2655732,791.3,480,3.04,0.557209894,16.03,3.2,7.1,0.085106383,2.7,11.725,1.252487546,1.463255402
Adamstown,Wexford,-6.715890321,52.3924576,3.021125139,2.801987974,1.420450859,2.508596686,2.674590175,5.7,1572.4,326,3.04,0.182441884,16.03,3.2,7.1,0.085106383,2.7,9.175,2.882400024,0.583890195
Arthurstown,Wexford,-6.953014474,52.24420091,1.994171362,2.454851717,1.420450859,2.170887751,2.324666484,1.6,700.3,149,3.04,0.46165291,16.03,3.2,7.1,0,2.7,9.175,#NUM!,-0.199060881
Ballycanew,Wexford,-6.304801925,52.60949806,3.016466961,2.356529975,1.420450859,2.076570947,2.224783022,7.004,555.9,544,3.04,0.286369988,16.03,3.2,7.1,0.212765957,2.7,9.175,2.918244954,1.09594206
Ballycullane,Wexford,-6.839135555,52.27961211,2.468053297,2.326110962,1.420450859,2.047741049,2.193963613,4.352,517.5,230,3.04,0.349170047,16.03,3.2,7.1,0.063829787,2.7,9.175,2.157622638,0.235072122
Ballyhack,Wexford,-6.964765851,52.24854212,2.224589305,2.830465695,1.420450859,2.536704514,2.703325456,1.632,1679.8,211,3.04,0.469069679,16.03,3.2,7.1,0.042553191,2.7,9.175,2.066909869,0.148850947
Ballyhogue,Wexford,-6.581104307,52.41299582,2.531569824,2.961802773,1.420450859,2.666051696,2.83514379,2.7744,2277.3,255,3.04,0.090298617,16.03,3.2,7.1,0,2.7,9.175,#NUM!,0.338256358
Ballymurn,Wexford,-6.472887692,52.43938332,2.83736737,2.808193462,1.420450859,2.514667134,2.680805397,4.76272,1595.2,607,3.04,0.11633276,16.03,3.2,7.1,0.106382979,2.7,9.175,2.907542337,1.205521604
Ballysimon,Wexford,-6.481225422,52.52619068,2.524602652,3.166421305,1.420450859,2.868693035,3.040408062,2.12704,3655.2,331,3.04,0.092321102,16.03,3.2,7.1,0.063829787,2.7,9.175,2.695710199,0.599111189
Barntown,Wexford,-6.536236025,52.33595363,2.638271194,2.5042687,1.420450859,2.218236228,2.374400185,4.674,786.1,505,3.04,0.170200571,16.03,3.2,7.1,0.29787234,2.7,9.175,3.039196682,1.021551243
Blackwater,Wexford,-6.346976106,52.44637748,2.585058721,2.332036492,1.420450859,2.053094397,2.199711859,4.92,524.6,485,3.04,0.230503193,16.03,3.2,7.1,0.85106383,2.7,9.175,3.341755522,0.981141704
Bree,Wexford,-6.610107068,52.4347291,2.196052419,2.505272438,1.420450859,2.219161532,2.375377264,2.46,788,316,3.04,0.078642451,16.03,3.2,7.1,0.063829787,2.7,9.175,2.092484721,0.552735027
Bridgetown,Wexford,-6.551696451,52.22932293,3.344989072,2.918813288,1.420450859,2.623659813,2.792021399,6.97,2061.5,544,3.04,0.273992663,16.03,3.2,7.1,0.106382979,2.7,9.175,3.184288264,1.09594206
Bunclody,Wexford,-6.654964651,52.65223085,2.625378469,2.647739772,1.420450859,2.357489904,2.519211811,4.182,1098.5,2053,3.04,0.171763925,16.03,3.2,7.1,0.893617021,2.7,9.175,3.613335522,2.42405023
Camolin,Wexford,-6.426798179,52.61621298,2.595383383,2.597405548,1.420450859,2.308542952,2.468517556,4.182,977.1,470,3.04,0.183145578,16.03,3.2,7.1,0.127659574,2.7,9.175,2.717376434,0.949725508
Campile,Wexford,-6.940578686,52.29148875,2.85752536,2.761750854,1.420450859,2.469207427,2.634217661,5.002,1432.2,371,3.04,0.426093426,16.03,3.2,7.1,0,2.7,9.175,#NUM!,0.713194876
Carrig on Bannow,Wexford,-6.731895607,52.23987548,2.69193785,2.572268377,1.420450859,2.284176895,2.443193118,4.7396,921.4,391,3.04,0.308397967,16.03,3.2,7.1,0.404255319,2.7,9.175,3.246845642,0.765700373
Castlebridge,Wexford,-6.451078093,52.38306249,2.723211461,2.792896654,1.420450859,2.499584964,2.665364829,4.23776,1539.3,1850,3.04,0.169019072,16.03,3.2,7.1,1.29787234,2.7,9.175,3.927691604,2.319933731
Clongeen,Wexford,-6.770161091,52.2970351,2.279702604,2.656677354,1.420450859,2.366350075,2.52835953,2.4266752,1121.8,263,3.04,0.286618411,16.03,3.2,7.1,0,2.7,9.175,#NUM!,0.369146845
Clonroche,Wexford,-6.718419955,52.4493584,2.292943394,2.894655034,1.420450859,2.599798136,2.76772334,1.7820896,1949.3,329,3.04,0.157233603,16.03,3.2,7.1,0.085106383,2.7,9.175,2.470770352,0.593050564
Coolgreany,Wexford,-6.239289607,52.76553559,0.482342684,2.703508178,1.420450859,2.412161149,2.575593234,-6.7,1250.9,395,3.04,0.422846111,16.03,3.2,7.1,0.085106383,2.7,9.175,#NUM!,0.775878578
Courtown,Wexford,-6.234335381,52.63566745,2.696452844,2.738938551,1.420450859,2.446728884,2.611145925,4.265,1358,4365,3.04,0.361517715,16.03,3.2,7.1,1.276595745,2.7,9.175,3.868872198,3.178366282
Duncannon,Wexford,-6.930778655,52.22182984,1.831511549,2.628368307,1.420450859,2.338838906,2.499899673,0.27,1050.2,281,3.04,0.456805981,16.03,3.2,7.1,0.170212766,2.7,9.175,1.683627907,0.435347483
Duncormick,Wexford,-6.653110699,52.22762627,1.163829307,2.191362497,1.420450859,1.920859512,2.056473668,-1.77,376.2,191,3.04,0.287181768,16.03,3.2,7.1,0.042553191,2.7,9.175,#NUM!,0.049266241
Enniscorthy,Wexford,-6.570499972,52.50266961,2.610899303,2.752156399,1.420450859,2.458962504,2.623726752,3.7992,1398.5,12310,3.04,0,16.03,3.2,7.1,9.510638298,2.7,9.175,4.703564292,4.204692619
Ferns,Wexford,-6.497534886,52.58899869,2.580465421,2.978411332,1.420450859,2.682459993,2.851812921,2.969192,2366.5,1317,3.04,0.113033683,16.03,3.2,7.1,0.234042553,2.7,9.175,3.216039618,1.980104515
Fethard,Wexford,-6.83793101,52.19513577,2.126833492,2.309822246,1.420450859,2.032365946,2.177464409,2.694064,498,363,3.04,0.407549285,16.03,3.2,7.1,0.063829787,2.7,9.175,1.932660648,0.691395648
Gorey,Wexford,-6.293604529,52.67600162,2.152693311,3.012641982,1.420450859,2.715830428,2.885679286,0.728864,2558.4,11517,3.04,0.326672729,16.03,3.2,7.1,14.36170213,2.7,9.175,4.427820861,4.406719247
Killinierin,Wexford,-6.286126806,52.73012198,2.698600264,2.788128511,1.420450859,2.495050437,2.660711512,4.12866,1522.6,270,3.04,0.36414651,16.03,3.2,7.1,0.212765957,2.7,9.175,3.126297087,0.395414772
Killurin,Wexford,-6.579687458,52.38789983,2.151856017,2.315987821,1.420450859,2.037862729,2.183406674,2.801572,505.3,223,3.04,0.115136927,16.03,3.2,7.1,0.042553191,2.7,9.175,1.779883224,0.204164585
Kilmore,Wexford,-6.552043238,52.20194382,1.777788427,1.61214592,1.420450859,1.417062741,1.448126616,2.991156,90.1,447,3.04,0.301291638,16.03,3.2,7.1,0.170212766,2.7,9.175,1.661555984,0.899551408
Kilmore Quay,Wexford,-6.629312884,52.17860944,2.26276311,2.390875811,1.420450859,2.109422639,2.259722241,3.133344,602.7,194,3.04,0.329353841,16.03,3.2,7.1,0.021276596,2.7,9.175,1.604011411,0.064850972
Kilmuckridge,Wexford,-6.284905945,52.51171488,2.554202764,2.879609731,1.420450859,2.584987509,2.752621718,3.133344,1882.4,792,3.04,0.28573723,16.03,3.2,7.1,0.574468085,2.7,9.175,3.529985898,1.471554205
Monamolin,Wexford,-6.346214383,52.55492397,2.874259042,2.636897254,1.420450859,2.346673858,2.508023241,5.45925,1070.4,250,3.04,0.230292301,16.03,3.2,7.1,4.042553191,2.7,9.175,4.373334826,0.318453731
Murntown,Wexford,-6.527223284,52.28773964,2.520385247,2.697445852,1.420450859,2.406132558,2.569396967,3.5085,1233.4,342,3.04,0.21924361,16.03,3.2,7.1,0.042553191,2.7,9.175,2.265157563,0.63180355
New Ross,Wexford,-6.943964673,52.39447445,2.578559886,2.706813288,1.420450859,2.415259965,2.57878532,3.77149,1260.2,8610,3.04,0.388821391,16.03,3.2,7.1,1.638297872,2.7,9.175,3.891345303,4.465908119
Newbawn,Wexford,-6.796606675,52.34119469,2.029720745,1.996714828,1.420450859,1.742555101,1.856082939,3.1328,235.9,183,3.04,0.277845986,16.03,3.2,7.1,0.021276596,2.7,9.175,1.196562753,0.006478966
Oilgate,Wexford,-6.529716969,52.42055487,2.404920049,2.564017285,1.420450859,2.276053756,2.434758346,3.32932,903.9,401,3.04,0.091684691,16.03,3.2,7.1,0.085106383,2.7,9.175,2.408438059,0.790954241
Oulart,Wexford,-6.392342793,52.50442277,1.94688077,2.570328062,1.420450859,2.282233293,2.441181636,1.02021,917.3,362,3.04,0.178165805,16.03,3.2,7.1,0.127659574,2.7,9.175,2.077254362,0.688637025
Piercetown,Wexford,-6.488316254,52.28689538,2.313574815,2.826389983,1.420450859,2.53260696,2.699147471,2.0892788,1664,308,3.04,0.230895388,16.03,3.2,7.1,0.021276596,2.7,9.175,1.869051862,0.527092596
Rosslare,Wexford,-6.390146489,52.26937409,2.645270951,2.749772346,1.420450859,2.457372344,2.622079207,3.97668,1392.8,2247,3.04,0.294879934,16.03,3.2,7.1,0.468085106,2.7,9.175,3.413734226,2.514344085
Rosslare Harbour,Wexford,-6.346122468,52.24278071,2.451890814,2.425449631,1.420450859,2.142320638,2.294552942,3.97668,653.3,1795,3.04,0.343347499,16.03,3.2,7.1,1.595744681,2.7,9.175,3.617596709,2.289753114
Taghmon,Wexford,-6.65431092,52.32291354,2.451610773,3.218236078,1.420450859,2.920141335,3.092345591,1.60688,4119.8,740,3.04,0.198334363,16.03,3.2,7.1,0.617021277,2.7,9.175,3.611159719,1.403642999
Tagoat,Wexford,-6.384883294,52.2444759,2.347664338,2.925834825,1.420450859,2.630601148,2.799084858,1.96235,2095.3,507,3.04,0.317989848,16.03,3.2,7.1,0.106382979,2.7,9.175,2.640894829,1.025503817
The Ballagh,Wexford,-6.421647368,52.48066856,2.470410758,2.957543828,1.420450859,2.661850664,2.830872239,2.4813362,2254.9,560,3.04,0.150469744,16.03,3.2,7.1,0.255319149,2.7,9.175,3.154896286,1.124929597
Wexford,Wexford,-6.475965076,52.33511456,1.999167957,2.470786369,1.420450859,2.183988938,2.33847433,1.582139288,723.4,21524,3.04,0.192383832,16.03,3.2,7.1,15.68085106,2.7,9.175,4.25399285,4.773916684
Arklow,Wicklow,-6.157843199,52.79528574,2.32356515,2.973378071,1.420450859,2.677366521,2.846630298,1.7,2338,13399,3.04,0.405175532,16.03,3.2,7.1,6.191489362,2.7,8.975,4.391088559,5.043425117
Ashford,Wicklow,-6.11433272,53.01104958,1.851723682,2.686171181,1.420450859,2.394541148,2.557455219,0.2,1199.9,1892,3.04,0.186982097,16.03,3.2,7.1,8.170212766,2.7,8.975,3.292408415,3.035529743
Aughrim,Wicklow,-6.327129023,52.85401985,2.82865029,2.680523587,1.420450859,2.38976213,2.552514876,5.1,1186,1437,3.04,0.404933034,16.03,3.2,7.1,0.255319149,2.7,8.975,3.188738253,2.76045288
Avoca,Wicklow,-6.21098117,52.85506014,1.852347026,2.552554354,1.420450859,2.265247101,2.423482818,0.6,880.3,757,3.04,0.35654803,16.03,3.2,7.1,0.021276596,2.7,8.975,1.050684094,2.119503247
Ballinaclash,Wicklow,-6.263305356,52.9078121,2.866538939,2.744012545,1.420450859,2.45183704,2.616394252,5.1,1374.6,309,3.04,0.326590491,16.03,3.2,7.1,0.191489362,2.7,8.975,3.127891167,1.223481271
Ballyknockan,Wicklow,-6.497968451,53.10526266,1.977273056,2.076226756,1.420450859,1.815136882,1.938870782,2.63568,286,247,3.04,0.395480225,16.03,3.2,7.1,0.021276596,2.7,8.975,1.205160856,0.99952833
Baltinglass,Wicklow,-6.702163638,52.93762568,1.911969489,2.605739135,1.420450859,2.316783834,2.477033616,0.73984,995.9,2611,3.04,0.643668386,16.03,3.2,7.1,2.872340426,2.7,8.975,3.325589451,3.357628563
Barndarrig,Wicklow,-6.117028925,52.91112312,2.770769708,2.47872277,1.420450859,2.193850817,2.348824092,5.412,740.8,253,3.04,0.286928224,16.03,3.2,7.1,0.042553191,2.7,8.975,2.231990899,1.023529483
Blessington,Wicklow,-6.538418799,53.16870618,2.901198365,3.108974898,1.420450859,2.811737683,2.982828384,4.182,3200.5,5611,3.04,0.425907171,16.03,3.2,7.1,2.531914894,2.7,8.975,4.530050963,4.12262423
Bray,Wicklow,-6.113522298,53.19802992,2.473950656,3.135249487,1.420450859,2.83733271,3.008720225,1.968,3397.9,33512,3.04,0,16.03,3.2,7.1,15.80851064,2.7,8.975,5.024126643,5.92157842
Carnew,Wicklow,-6.496294343,52.7116822,2.426800168,2.781872833,1.420450859,2.489087152,2.654589997,2.788,1500.9,1233,3.04,0.618909157,16.03,3.2,7.1,0.212765957,2.7,8.975,2.949546669,2.607345497
Coolboy,Wicklow,-6.461516102,52.762831,-0.06128032,2.760986346,1.420450859,2.468586816,2.63357438,-9.59,1429.9,272,3.04,0.557223279,16.03,3.2,7.1,0.042553191,2.7,8.975,#NUM!,1.09594206
Donard,Wicklow,-6.611735577,53.02125578,2.791193548,2.669662048,1.420450859,2.379221359,2.541633475,4.945,1156.4,238,3.04,0.52864503,16.03,3.2,7.1,0.29787234,2.7,8.975,3.231304557,0.962410667
Dunlavin,Wicklow,-6.697104773,53.05662489,2.586825465,2.788658726,1.420450859,2.495676328,2.661341412,3.568,1524.5,1074,3.04,0.600469723,16.03,3.2,7.1,1.212765957,2.7,8.975,3.819329272,2.469285269
Enniskerry,Wicklow,-6.173958998,53.19487037,2.812872855,2.702743961,1.420450859,2.411271383,2.574698072,4.9552,1248.8,2000,3.04,0.060519232,16.03,3.2,7.1,0.659574468,2.7,8.975,3.610817914,3.091042453
Glenealy,Wicklow,-6.151703885,52.96400532,2.326781763,2.711774959,1.420450859,2.420230003,2.583908993,2.497544,1275.4,623,3.04,0.237118847,16.03,3.2,7.1,0.191489362,2.7,8.975,2.785304212,1.924686513
Greystones-Delgany,Wicklow,-6.078623127,53.13747805,2.887548515,2.960765209,1.420450859,2.663338988,2.83238752,4.5608,2262.9,22009,3.04,0.069889065,16.03,3.2,7.1,40.82978723,2.7,8.975,5.624683507,5.192956851
Kilcoole,Wicklow,-6.06239553,53.1058923,2.887408997,3.122441642,1.420450859,2.825001751,2.996250732,4.0729,3301.5,4569,3.04,0.105372136,16.03,3.2,7.1,3.382978723,2.7,8.975,4.657914315,3.917189635
Kilmacanogue,Wicklow,-6.144335037,53.17091891,2.302817556,2.665139537,1.420450859,2.374505133,2.536796251,2.517196,1144.2,1240,3.04,0.041041832,16.03,3.2,7.1,0.723404255,2.7,8.975,3.318800035,2.613006652
Kilpedder,Wicklow,-6.101814795,53.10891102,2.256786327,2.66737806,1.420450859,2.37676298,2.539123735,2.280216,1150.3,1248,3.04,0.08988461,16.03,3.2,7.1,0.170212766,2.7,8.975,2.649779238,2.619437543
Knockananna,Wicklow,-6.496694677,52.87311865,2.173601087,2.610392191,1.420450859,2.32148599,2.481919593,2.0337568,1007.4,201,3.04,0.502382727,16.03,3.2,7.1,0.042553191,2.7,8.975,1.940433102,0.793444902
